This is Bill Lange. I'm Dave Gallo.	大卫.盖罗：这位是比尔.兰格， 我是大卫.盖罗。
Before we knew each others' names, or anything, we had embraced and wept.	在我们了解其他人的姓名和其他一些事情之前， 我们已经哭着相互抱在一起。
Then we sat in a circle with support, with help, from people experienced in this kind of reconciliation.	接着我们坐成一个圈 在和解的环境下和那些经历过此事的人 互相扶持，互相帮助。
And Aicha started, and she said, "I don't know if my son is guilty or innocent, but I want to tell you how sorry I am for what happened to your families.	艾莎起的头 她讲述道， "我不知道我的儿子 是有罪还是无辜的， 但是我想告诉你们我有多么抱歉 对于那些发生在你们家庭里的事。
I know what it is to suffer, and I feel that if there is a crime, a person should be tried fairly and punished."	我知道这是很痛苦， 同时我以为，如果有人犯罪的话， 那人应该被公平的对待和定罪。"
But she reached out to us in that way, and it was, I'd like to say, it was an ice-breaker.	但她是用这种方式与我们感同身受。 这是，我想说，这是一种冰释前嫌的方式。
And what happened then is we all told our stories, and we all connected as human beings.	接下去发生的是，我们全都讲述了自己的故事， 我们作为平等人互相交流着。
By the end of the afternoon -- it was about three hours after lunch -- we'd felt as if we'd known each other forever.	在下午结束的时候-- 大概是午餐之后3个小时-- 我们感觉就好像我们永远了解彼此一样。
Now what I learned from her, is a woman, not only who could be so generous under these present circumstances and what it was then, and what was being done to her son, but the life she's had.	我从她身上学到的， 是作为一个女人，可以变的如此宽容 不但在当时的情况下 那时所发生的， 和她孩子所经历过的遭遇， 而且是她所经历的人生。
I never had met someone with such a hard life, from such a totally different culture and environment from my own.	从我经历过的不同文化和环境， 我从来没有见到过， 有如此艰苦命运的人。
And I feel that we have a special connection, which I value very much.	我觉得 我们有着 一种特别的联系， 一种我很珍惜的联系。
And I think it's all about being afraid of the other, but making that step and then realizing, "Hey, this wasn't so hard.	我想这都是因为 互相之间的关心， 但是当做到这地步 就会意识到，"啊，这不是那么难。
Who else can I meet that I don't know, or that I'm so different from?"	我还能遇见一些我所不了解的人， 或是和我与众不同的人吗？
So, Aicha, do you have a couple of words for conclusion?	所以，艾莎， 你有要总结的 话吗？
Because our time is up.	因为我们的时间快到了。
AW: I wanted to say that we have to try to know other people, the other.	艾莎·瓦非：我想说 我们要尝试着了解其他人，其他事，
You have to be generous, and your hearts must be generous, your mind must be generous.	你要变得大度， 同时你的心境也必须变得宽容， 你的想法必须变得大度。
You must be tolerant.	你要学会宽恕。
You have to fight against violence.	你不得不与暴力作斗争。
And I hope that someday we'll all live together in peace and respecting each other.	我希望有一天我们会生活在一起 和平尊重其他人。
This is what I wanted to say.	这就是我想说的。
About a year ago, I asked myself a question: "Knowing what I know, why am I not a vegetarian?"	大概在一年前左右 我问了我自己一个问题 "我明明知道这些资讯， 为什么我不是个素食者？"
After all, I'm one of the green guys: I grew up with hippie parents in a log cabin.	毕竟我支持环保，热爱绿概念 和嬉皮父母在小木屋里长大
I started a site called TreeHugger -- I care about this stuff.	我开了一个叫 Treehugger 的网站 － 抱树网 我很关心这些东西
I knew that eating a mere hamburger a day can increase my risk of dying by a third.	我知道光是每天吃一个汉堡 就能增加三分之一的死亡几率
Cruelty: I knew that the 10 billion animals we raise each year for meat are raised in factory farm conditions that we, hypocritically, wouldn't even consider for our own cats, dogs and other pets.	我知道每年我们养殖100亿动物 就为了他们身上的肉 而这些动物生活的那种工厂环境 是我们根本无法想象自己的 猫，或是宠物可以居住的
Environmentally, meat, amazingly, causes more emissions than all of transportation combined: cars, trains, planes, buses, boats, all of it.	就环境来说，肉品排放的二氧化碳 神奇的 比所有交通工具的排放量还大 汽车、火车
And beef production uses 100 times the water that most vegetables do.	制造肉所使用的水 是蔬菜的一百倍
I also knew that I'm not alone.	我也知道我并不孤单
We as a society are eating twice as much meat as we did in the 50s.	整个社会 现在我们所吃的肉 足足比50年代多了两倍
So what was once the special little side treat now is the main, much more regular.	曾经我们当作特别的小食 现在却成了我们的日常主食
So really, any of these angles should have been enough to convince me to go vegetarian.	说真的，以任何角度来说 都应该足以让我成为素食者
Yet, there I was -- chk, chk, chk -- tucking into a big old steak.	但我还是嗯，嗯，嗯 被一块巨大的牛排包围着
So why was I stalling?	我到底在迟疑什么？
I realized that what I was being pitched was a binary solution.	我发觉那是因为这是因为 我把它当作一个二分法的问题
It was either you're a meat eater or you're a vegetarian, and I guess I just wasn't quite ready.	你需要决定 你到底是吃肉还是吃素 我想我实在没做好心理准备
Imagine your last hamburger.	想象最后的一个汉堡
So my common sense, my good intentions, were in conflict with my taste buds.	于是乎我的常识 我的用意良善 和我的味蕾产生了矛盾
And I'd commit to doing it later, and not surprisingly, later never came.	我总是想着之后再做 之后却永远不会来
Sound familiar?	听起来很熟悉吗？
So I wondered, might there be a third solution?	于是我想着， 或许应该有第三种选择？
And I thought about it, and I came up with one.	经过思考以后，我想出了一个
I've been doing it for the last year, and it's great.	去年我便这么实行，感觉很好
It's called weekday veg.	叫做周间素食
The name says it all: Nothing with a face Monday through Friday.	事如其名 礼拜一到五不吃任何有脸的东西
